GeneID	GSM2476152	GSM2476153	GSM2476154	GSM2476155	GSM2476156	GSM2476157	GSM2476158	GSM2476159	GSM2476160	GSM2476161	GSM2476162
105371960	1	0	0	2	0	0	0	0	0	0	0
105371959	0	8	0	0	5	0	0	0	0	0	0
105371958	3	0	0	1	0	0	0	0	0	0	0
105371957	0	3	0	0	5	0	0	0	0	0	0
105371956	54	9	16	1	8	27	0	0	7	7	4
105371961	150	0	1	0	4	121	56	0	0	0	0
64863	682	640	825	1056	548	1025	579	718	611	503	650
10403	1908	1762	793	525	2719	2582	1228	1378	1050	1100	1951
645158	21	42	25	15	5	19	36	12	89	20	29
23347	3281	5472	3689	4400	2529	4135	3347	2516	3667	3090	4098
84034	801	1541	78	116	680	310	6	414	261	210	674
9663	3811	3737	3001	3597	1366	2866	2919	3318	3567	2433	4399
727896	21	21	46	50	39	23	93	14	23	14	10
105371963	0	0	0	0	0	0	0	0	0	0	0
8736	43	28	11	62	7	36	64	69	47	7	35
101927044	8	9	10	16	6	25	24	23	26	5	6
10627	9366	9609	14257	7204	4571	16230	13644	10569	8890	8469	9248
104968399	2754	3231	4159	2835	1644	4705	4490	3005	2985	2701	2971
103910	8562	11163	12568	12500	6832	12474	16171	7954	10407	8704	10250
105371964	0	0	0	0	0	0	0	0	0	0	0
7050	1734	2570	2280	2492	1072	1703	2608	2990	2562	2282	4333
105371965	0	0	1	0	0	0	0	0	0	2	0
100505592	108	28	52	27	9	35	32	33	1	50	17
9229	30	5	16	135	0	11	12	35	17	72	112
649446	181	217	181	197	96	209	243	162	179	105	272
84777	331	166	204	227	83	118	100	191	42	42	68
105371967	66	6	10	8	0	8	33	7	0	3	1
107985137	5	3	0	0	0	0	0	1	0	0	1
201477	0	0	0	0	0	0	0	0	0	0	0
102465430	0	0	0	0	0	0	0	0	0	0	0
101410534	0	0	0	0	0	0	0	0	0	0	0
284215	0	0	0	1	0	0	0	0	0	0	0
105371968	0	0	0	0	0	0	0	0	0	0	0
105371969	0	0	0	0	0	0	0	0	0	0	0
642597	0	0	0	0	0	0	0	0	0	0	0
147525	33	106	40	23	0	42	57	86	108	56	86
339290	850	2170	990	585	0	766	1199	843	1215	1083	694
7541	452	530	556	587	586	557	591	687	807	564	782
107985144	0	0	2	0	0	0	0	0	0	0	0
105371970	0	0	0	0	0	0	0	0	0	0	0
23136	32	271	0	747	218	1	0	4933	887	773	1380
107985145	0	0	0	0	0	0	0	7	0	1	1
100286986	1	4	0	18	1	0	0	9	14	14	22
645355	0	0	0	0	0	0	0	0	0	0	0
100616244	0	0	0	0	0	0	0	0	0	0	0
645369	146	0	0	0	30	0	0	0	2	25	1
91133	296	0	0	736	11	0	0	1	85	77	3
101927150	1	0	0	0	0	0	0	0	0	0	0
100422840	0	0	0	0	0	0	0	0	0	0	0
100130480	0	0	0	0	0	0	0	0	0	0	0
105371972	0	0	0	1	0	0	0	0	0	0	0
107985176	0	0	0	2	0	0	0	0	0	0	0
101927168	1	0	0	0	0	0	2	1	10	2	1
79822	46	0	2	8	79	70	120	5	287	126	9
400643	0	0	0	0	0	0	0	0	0	2	0
284217	297	22	25	2474	43	217	720	1468	341	5324	476
101927188	11	1	1	89	2	8	20	49	6	168	14
339291	0	0	0	0	0	0	0	0	0	0	0
105371973	0	0	0	0	0	0	0	0	0	0	0
105371974	0	0	0	0	0	0	0	0	0	0	0
105371975	0	0	0	0	0	0	0	0	0	0	0
112577592	0	0	0	0	0	0	0	0	1	1	0
105371976	1	0	3	0	1	0	0	2	10	2	3
5797	2269	3	6956	161	2101	1804	5755	1596	3872	9405	7950
107985119	0	0	0	0	0	0	0	0	0	0	0
100192426	0	0	1	0	0	0	0	0	0	0	0
201475	1554	1990	2893	2290	1187	1689	1982	1650	1746	1662	1869
100287082	3	27	1	2	1	6	6	12	7	5	2
23255	785	3345	1996	1209	1010	2329	2522	1963	1414	1609	1569
4729	2810	3098	2268	3561	1748	2313	2760	2208	1845	2472	2352
101927275	4	21	6	17	7	10	10	11	25	12	19
23253	1034	1609	1805	1827	926	1589	1880	1336	2253	1516	2464
107985188	2	4	1	4	3	2	7	2	2	1	8
102724397	8	17	2	14	14	11	129	10	48	19	19
57045	3620	2914	3892	3768	1706	2137	8242	2867	5118	3799	4060
105371980	0	0	0	3	0	0	2	0	0	0	0
10928	3271	3915	2534	5277	2328	4168	5539	3421	3851	2734	4517
9989	3635	4335	3750	4652	2832	4954	4686	2616	4446	2741	3912
101927323	3	11	2	6	3	9	7	13	18	9	10
112268216	2	0	0	0	0	0	0	0	0	0	0
11031	3824	2579	3143	3139	3060	4445	2864	4279	4919	1777	6238
105371981	4	4	0	0	1	3	1	1	0	1	1
84203	4	13	5	10	12	1	4	13	5	0	5
105371982	1	2	0	3	2	1	1	4	1	1	3
9218	4557	5704	6307	7682	3745	5097	6077	5388	5458	5451	5417
105371983	0	0	0	0	0	0	0	0	0	0	0
105371984	0	0	2	1	0	0	0	0	0	0	0
105371985	0	0	0	0	0	0	0	0	0	0	0
105371986	0	1	1	0	0	0	0	0	1	6	2
105371989	0	0	0	0	0	0	0	0	0	0	0
105371988	0	2	0	1	0	0	0	0	0	1	0
101927350	0	0	1	0	0	0	1	0	0	0	0
147495	7	110	1646	1	3	14	0	89	659	119	1040
8774	1190	2041	1781	2028	958	1949	1174	1251	1004	1475	1291
105371990	0	1	0	4	1	0	1	0	1	0	0
102724470	1	0	1	0	1	2	1	0	0	3	0
107987262	0	0	0	0	0	0	0	0	0	0	0
101927410	0	0	0	1	0	0	0	0	0	0	0
63895	23	2	1	2	2423	12	11	512	638	1071	0
102466735	0	0	0	0	0	0	0	0	0	1	0
105371992	0	0	0	0	0	0	0	0	0	0	0
105371993	2	0	3	6	12	4	17	2	1	6	1
105371995	4	0	1	0	0	0	0	1	0	1	0
107985173	0	0	0	0	0	0	0	0	0	0	0
105371994	0	0	0	0	0	0	0	0	0	0	0
101927433	0	0	0	0	0	0	0	0	0	0	0
646000	0	0	0	0	0	0	0	0	0	0	0
102465690	0	0	0	0	0	0	0	0	0	0	0
2774	173	116	271	180	104	94	527	105	303	455	264
57132	2825	1727	3016	2566	1437	2140	2759	2902	3550	2709	2923
65258	528	481	975	748	385	336	864	409	732	990	601
101927511	4	0	1	0	0	0	6	0	0	3	1
3613	398	276	43	10	5	70	1062	34	385	867	716
342850	1	0	0	1	0	0	0	0	1	0	0
497259	1	0	0	3	0	1	3	0	0	0	0
1149	83	0	1	205	0	0	0	0	0	0	0
105371996	0	0	0	3	0	0	0	0	0	0	0
84617	18995	18364	5975	16561	8128	11725	9771	9432	4515	5347	6964
10939	2677	3148	2195	3502	1653	2279	3559	1943	2791	2208	2053
107985154	189	210	123	202	101	147	217	113	174	146	122
10650	95	273	122	184	109	60	306	88	196	72	169
105371998	111	91	36	102	26	78	103	60	84	78	90
56907	2832	2255	1066	2157	829	1963	2842	1284	1844	1845	2195
56984	1509	2026	1772	2253	1205	1685	1813	1390	1579	1455	1671
79959	576	414	330	435	362	380	263	369	389	298	329
100996324	0	0	0	0	16	3	0	0	0	0	0
5771	1227	1117	736	1572	926	955	1363	895	1054	939	784
81929	2321	2766	2036	4201	1818	3050	2298	1472	1820	1653	1736
55125	1603	1744	1908	1863	1476	1881	1400	1483	2230	1405	2463
753	5	44	10	14	9	7	18	4	268	232	90
147276	0	0	0	0	0	0	0	0	0	0	0
100288122	0	0	0	0	0	0	0	0	0	0	0
100847080	0	0	0	0	0	0	0	0	0	0	0
107985120	0	6	0	5	0	1	0	0	4	0	1
102724615	0	0	0	0	0	0	0	0	0	0	0
100616130	0	0	0	0	0	0	0	0	0	0	0
125228	630	921	881	1150	800	734	1699	609	976	782	803
8731	1885	2242	1752	3269	1666	1843	3214	1637	2823	2175	2033
4161	0	0	1	1	0	0	2	0	2	3	3
4158	0	0	0	0	0	0	0	0	0	0	0
162655	121	319	139	178	190	231	198	250	247	166	318
440482	0	43	24	31	30	76	74	167	334	259	224
284233	0	14	13	2	8	9	5	17	89	125	57
105372003	0	5	10	1	0	25	18	23	125	107	84
440224	0	0	1	1	1	6	6	0	15	30	2
388468	0	0	0	1	0	0	1	0	2	10	2
105372004	0	0	0	0	0	0	0	0	0	0	0
105372006	0	0	0	1	0	0	0	0	0	0	0
105372005	0	0	0	0	0	0	0	0	0	0	0
105372007	0	0	0	0	0	0	2	0	8	12	6
374860	0	35	104	47	13	28	12	78	217	173	282
105372008	0	0	1	0	0	2	2	0	1	0	0
100422907	0	0	0	0	0	0	0	0	0	0	0
105372009	0	1	1	0	0	0	0	1	8	4	1
105372010	0	0	0	0	0	0	0	0	0	1	2
400644	4	2	148	99	3	8	86	28	102	331	120
101927642	24	3	302	184	33	33	54	51	180	920	311
644669	0	0	0	0	0	3	0	0	0	0	0
6093	3306	4863	4693	4248	6037	3803	3691	3932	3932	3416	4423
107985161	0	0	0	0	0	0	2	0	0	0	0
101927496	1	6	0	0	0	0	1	1	0	0	2
80000	305	664	52	167	34	203	881	236	561	325	605
101927521	10	18	3	4	1	5	18	5	14	4	11
114799	810	1130	1079	1251	1207	811	1214	873	1237	1060	959
6632	3136	3778	2125	2829	4012	2668	1741	1477	1898	1937	1796
171586	766	706	592	534	859	1209	366	315	522	533	351
100302135	0	0	0	0	0	0	0	0	0	0	0
105376866	1	4	3	7	4	4	2	4	3	2	0
57534	3387	2953	4232	3095	5437	3089	4175	4848	6057	4694	4475
102723167	0	0	0	0	0	0	0	1	1	1	1
406922	0	0	0	0	0	0	0	1	0	0	0
406905	0	0	0	0	0	0	0	0	0	0	0
105372016	0	0	0	0	0	0	0	0	0	0	0
102724208	0	0	0	0	0	0	0	0	0	0	0
100128893	29	6	14	1	15	12	12	38	10	30	19
2627	1237	268	253	131	706	667	411	802	281	581	382
105372017	0	0	0	0	0	0	0	0	0	0	0
105372018	0	0	0	0	0	0	0	0	0	0	0
101927548	0	0	0	0	0	0	0	0	0	0	0
105372019	0	1	0	0	1	0	3	1	0	1	1
64693	0	14	2	946	1	5	12	1	2	1	1
101927571	6	3	4	2	1	1	3	0	2	0	0
5932	3143	4389	1724	3139	2974	2750	1634	1302	1715	1310	1953
100616139	32	40	18	35	31	30	22	19	23	16	28
91768	585	2035	239	120	704	1216	208	1161	448	1123	2204
85019	214	526	495	422	657	495	370	479	458	507	267
8780	3298	1900	4521	3982	5025	4484	3589	2119	3210	2934	2689
29919	1372	896	1003	1059	1603	1020	982	804	977	914	1138
4864	6309	2050	2081	4160	8197	3152	3942	3432	2715	4025	10052
147463	372	278	699	84	333	265	114	251	43	272	716
3909	3605	1350	810	901	2305	2550	2981	1834	1344	2062	3585
107985181	5	3	0	0	2	0	5	1	1	0	13
105372023	0	0	0	0	0	1	3	2	0	0	1
125488	467	771	755	520	818	653	1187	1077	763	1106	841
102724246	1	13	4	9	6	7	44	13	6	14	8
112268213	20	28	26	19	24	35	47	33	31	33	36
26256	64	103	12	28	265	96	245	272	92	11	244
114876	1279	1633	1132	959	1029	597	1624	907	1381	1547	1699
100302195	0	0	0	0	0	0	0	0	0	0	0
55364	2109	2433	2935	1893	980	1045	2606	2358	2577	2323	2324
59340	5	0	3	0	0	0	7	1	6	2	0
105372026	1	0	2	0	0	0	0	0	0	0	0
729950	0	0	7	0	0	0	0	0	0	10	0
105372027	0	0	0	0	0	0	0	0	0	0	0
105372028	0	0	0	0	0	0	0	0	0	0	0
105372029	0	0	0	0	0	0	0	0	0	0	0
105372030	0	0	1	0	0	0	0	0	0	0	0
